"product title"                      ,"product description"                                                                                                                                                                                                                                                        ,"URL"                                 ,"image url"                         ,"EAN"       ,"SKU"   ,"category"  ,"item 1 - Merchant name","item 1 - price","item 1 - shipping time"                ,"item 1 - shipping cost","item 1 - return in day","item 1 - free return","item 2 - Merchant name","item 2 - price","item 2 - shipping time"                ,"item 2 - shipping cost","item 2 - return in day","item 2 - free return","item 3 - Merchant name","item 3 - price","item 3 - shipping time"                ,"item 3 - shipping cost","item 3 - return in day","item 3 - free return"
"reprehendunt fugit"                 ,"mauris possim mediocrem solet petentium qualisque pericula delicata wisi volumus rutrum antiopam solet eum ornare sadipscing quaestio consul explicari numquam oporteat curae sapientem"                                                                                    ,"http://www.provider.de/product/vsX42","http://www.provider.de/image/mRxAz","ZDTIHKVVMB","gqHxQv","Category3" ,"Merchant27"            ,"125.02"        ,"Versandfertig in 3 - 5 Wochen"         ,"2.34"                  ,"2"                     ,"true"                ,"Merchant12"            ,"114.43"        ,"Versandfertig in 2 - 3 Werktagen"      ,"4.85"                  ,"27"                    ,"true"                ,"Merchant28"            ,"63.57"         ,"Versandfertig in 4 - 5 Werktagen"      ,"2.79"                  ,"19"                    ,"false"
"rhoncus alienum"                    ,"quaeque efficiantur vituperatoribus voluptatum putent mazim mediocritatem splendide noster elitr solet nobis"                                                                                                                                                               ,"http://www.provider.de/product/houTg","http://www.provider.de/image/UWyW0","7HLFVPHGAX","k0jknK","Category15","Merchant10"            ,"53.32"         ,"Versandfertig in 3 - 5 Wochen"         ,"2.32"                  ,"12"                    ,"false"               ,"Merchant13"            ,"100.49"        ,"Gewöhnlich versandfertig in 24 Stunden","4.12"                  ,"15"                    ,"false"               ,"Merchant27"            ,"138.82"        ,"Versandfertig in 2 - 3 Wochen"         ,"1.83"                  ,"1"                     ,"true"
"tibique facilis ornatus"            ,"urna dolore sit faucibus voluptatibus possit instructior brute quo finibus definiebas ludus eleifend viris deserunt eum expetendis veri quisque luctus pretium civibus dignissim pro mucius"                                                                                ,"http://www.provider.de/product/J3daS","http://www.provider.de/image/4YMZz","51F5NUZ0XE","7u2R24","Category7" ,"Merchant19"            ,"11.61"         ,"Versandfertig in 3 - 4 Werktagen"      ,"2.96"                  ,"7"                     ,"true"                ,"Merchant3"             ,"123.31"        ,"Gewöhnlich versandfertig in 24 Stunden","4.00"                  ,"17"                    ,"false"               ,"Merchant3"             ,"29.66"         ,"Versandfertig in 3 - 5 Wochen"         ,"0.44"                  ,"21"                    ,"true"
"velit urbanitas"                    ,"lectus homero intellegat verterem saperet dico inciderint dictas dicunt blandit"                                                                                                                                                                                            ,"http://www.provider.de/product/gmCDI","http://www.provider.de/image/N8MZq","TMSZ8EGDWX","ctGnKX","Category10","Merchant5"             ,"74.99"         ,"Versandfertig in 3 - 4 Werktagen"      ,"0.71"                  ,"13"                    ,"true"                ,"Merchant15"            ,"38.42"         ,"Versandfertig in 2 - 3 Wochen"         ,"4.30"                  ,"2"                     ,"true"                ,"Merchant29"            ,"65.55"         ,"Gewöhnlich versandfertig in 24 Stunden","3.61"                  ,"7"                     ,"true"
"ludus diam"                         ,"quas eloquentiam impetus mnesarchum perpetua dicunt sem maluisset sumo dissentiunt reformidans fastidii quem delicata metus auctor consectetuer legimus evertitur cetero saepe sit bibendum conubia vel hinc maximus ponderum oratio"                                       ,"http://www.provider.de/product/LApOu","http://www.provider.de/image/lDLLX","633MLGPMHW","M1t1fD","Category14","Merchant8"             ,"113.39"        ,"Versandfertig in 1 - 3 Wochen"         ,"2.61"                  ,"28"                    ,"false"               ,"Merchant17"            ,"47.23"         ,"Versandfertig in 2 - 3 Wochen"         ,"1.33"                  ,"11"                    ,"true"                ,"Merchant17"            ,"59.46"         ,"Versandfertig in 2 - 3 Wochen"         ,"4.70"                  ,"1"                     ,"true"
"porttitor dicat"                    ,"neque vehicula cetero nostrum discere regione eloquentiam mi singulis tantas dicit dolor persius inceptos harum gloriatur alterum"                                                                                                                                          ,"http://www.provider.de/product/YRjaq","http://www.provider.de/image/VZ5bu","13MBU3RTQT","vDbf01","Category4" ,"Merchant21"            ,"17.97"         ,"Versandfertig in 2 - 3 Wochen"         ,"3.97"                  ,"9"                     ,"false"               ,"Merchant23"            ,"137.06"        ,"Versandfertig in 3 - 4 Werktagen"      ,"3.09"                  ,"29"                    ,"true"                ,"Merchant28"            ,"104.45"        ,"Gewöhnlich versandfertig in 24 Stunden","4.14"                  ,"27"                    ,"false"
"electram inani"                     ,"at finibus sagittis turpis pellentesque arcu dolorum inciderint neque himenaeos convallis habitasse nostrum est"                                                                                                                                                            ,"http://www.provider.de/product/XPnei","http://www.provider.de/image/RTEng","4AJXYKINMX","sccdP3","Category15","Merchant14"            ,"143.48"        ,"Versandfertig in 2 - 3 Werktagen"      ,"1.48"                  ,"16"                    ,"false"               ,"Merchant11"            ,"148.13"        ,"Versandfertig in 3 - 5 Wochen"         ,"4.14"                  ,"24"                    ,"false"               ,"Merchant27"            ,"82.91"         ,"Versandfertig in 2 - 3 Werktagen"      ,"3.35"                  ,"3"                     ,"false"
"mea scelerisque eum"                ,"graecis offendit vituperata eum utroque falli tempor invidunt pericula posidonium fabellas quaerendum solet"                                                                                                                                                                ,"http://www.provider.de/product/5wvzA","http://www.provider.de/image/X7yP3","MVBLSFTADD","60fJTz","Category19","Merchant19"            ,"128.16"        ,"Versandfertig in 1 - 3 Wochen"         ,"0.32"                  ,"24"                    ,"false"               ,"Merchant25"            ,"28.77"         ,"Versandfertig in 4 - 5 Werktagen"      ,"3.78"                  ,"6"                     ,"false"               ,"Merchant20"            ,"128.99"        ,"Versandfertig in 1 - 2 Werktagen"      ,"3.44"                  ,"23"                    ,"true"
"appetere consectetuer mus"          ,"urbanitas brute tota luctus deserunt patrioque condimentum per sed parturient scelerisque eam himenaeos contentiones adhuc metus delenit dicunt"                                                                                                                            ,"http://www.provider.de/product/kVhqy","http://www.provider.de/image/OoJjz","6XUIGMHKW8","EmTpdk","Category5" ,"Merchant6"             ,"53.58"         ,"Versandfertig in 1 - 3 Wochen"         ,"3.69"                  ,"23"                    ,"false"               ,"Merchant29"            ,"117.64"        ,"Gewöhnlich versandfertig in 24 Stunden","4.09"                  ,"24"                    ,"true"                ,"Merchant17"            ,"16.67"         ,"Versandfertig in 6 - 10 Werktagen"     ,"2.78"                  ,"13"                    ,"false"
"moderatius primis molestiae"        ,"porta commune nostrum debet verear brute interpretaris tibique qui oratio dicit putent facilisis vel"                                                                                                                                                                       ,"http://www.provider.de/product/i5SAQ","http://www.provider.de/image/FH9m8","3OE9UM7XOG","vzYhe6","Category0" ,"Merchant10"            ,"111.15"        ,"Versandfertig in 4 - 5 Werktagen"      ,"4.51"                  ,"21"                    ,"false"               ,"Merchant15"            ,"72.19"         ,"Versandfertig in 2 - 3 Wochen"         ,"0.48"                  ,"18"                    ,"false"               ,"Merchant21"            ,"82.09"         ,"Versandfertig in 2 - 3 Werktagen"      ,"1.18"                  ,"6"                     ,"false"
